CustomerID,Recency,Frequency,Monetary,R_log,F_log,M_log,Cluster,Segment,Churn_Probability,Predicted_Churn
12410,308,2,693.3299999999999,5.733341276897746,1.0986122886681096,6.542947351813216,0,At-Risk / Low-Engagement,0.5127211079484881,1
12412,74,3,1226.88,4.31748811353631,1.3862943611198906,7.1130443840624835,0,At-Risk / Low-Engagement,0.34897620116313094,0
12413,66,3,758.1,4.204692619390966,1.3862943611198906,6.632133521022722,0,At-Risk / Low-Engagement,0.3737898585178377,0
12414,217,3,562.41,5.384495062789089,1.3862943611198906,6.334007604663525,0,At-Risk / Low-Engagement,0.4421958233694183,0
12415,24,21,124914.53,3.2188758248682006,3.091042453358316,9.892501674765558,1,Loyal / High-Value,0.03886727991247324,0
12417,3,9,3649.1,1.3862943611198906,2.302585092994046,8.202509843461513,1,Loyal / High-Value,0.08658346322976299,0
12418,112,1,668.58,4.727387818712341,0.6931471805599453,6.506650650150935,0,At-Risk / Low-Engagement,0.578243496277629,1
12420,63,1,600.39,4.1588830833596715,0.6931471805599453,6.3992436425478765,0,At-Risk / Low-Engagement,0.5609994858286766,1
12421,15,4,807.04,2.772588722239781,1.6094379124341003,6.69461156224626,1,Loyal / High-Value,0.26716634805364137,0
12422,95,3,803.5600000000001,4.564348191467836,1.3862943611198906,6.690295544136225,0,At-Risk / Low-Engagement,0.38487652418775514,0
12423,0,8,1859.31,0.6931471805599453,2.1972245773362196,7.528498419486568,1,Loyal / High-Value,0.09020632836639868,0
12424,162,2,1760.96,5.093750200806762,1.0986122886681096,7.474182104762846,0,At-Risk / Low-Engagement,0.42787886809237075,0
12425,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535,0,At-Risk / Low-Engagement,0.5532107186865413,1
12426,194,1,582.73,5.272999558563747,0.6931471805599453,6.369438547154207,0,At-Risk / Low-Engagement,0.6098328685921571,1
12427,21,3,825.8,3.091042453358316,1.3862943611198906,6.717562827807613,1,Loyal / High-Value,0.3247543863554587,0
12428,25,9,7956.46,3.258096538021482,2.302585092994046,8.981865132439246,1,Loyal / High-Value,0.09647552921756063,0
12429,9,4,3750.4,2.302585092994046,1.6094379124341003,8.22988438262624,1,Loyal / High-Value,0.1829372854115688,0
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265,0,At-Risk / Low-Engagement,0.5997665215558484,1
12431,35,15,6419.95,3.58351893845611,2.772588722239781,8.767321360814657,1,Loyal / High-Value,0.06890882414509007,0
12432,42,5,5059.32,3.7612001156935624,1.791759469228055,8.529185001388596,1,Loyal / High-Value,0.18116465776605997,0
12433,0,7,13375.87,0.6931471805599453,2.0794415416798357,9.50128237507538,1,Loyal / High-Value,0.06224339996839333,0
12434,84,2,806.14,4.442651256490317,1.0986122886681096,6.6934971352559,0,At-Risk / Low-Engagement,0.4508579474260359,0
12435,79,2,7829.89,4.382026634673881,1.0986122886681096,8.965831447914955,1,Loyal / High-Value,0.3082129893799852,0
12436,99,1,509.01,4.605170185988092,0.6931471805599453,6.234430333369278,0,At-Risk / Low-Engagement,0.5905664850592882,1
12437,1,18,4951.41,0.6931471805599453,2.9444389791664403,8.507629605767502,1,Loyal / High-Value,0.03870259249437691,0
12438,14,2,2906.85,2.70805020110221,1.0986122886681096,7.9751692554798295,1,Loyal / High-Value,0.3020971008412319,0
12441,366,1,173.55,5.905361848054571,0.6931471805599453,5.162211233551045,0,At-Risk / Low-Engagement,0.696322790486443,1
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593,0,At-Risk / Low-Engagement,0.5232228657854326,1
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437,1,Loyal / High-Value,0.16492273324986803,0
12445,22,1,133.4,3.1354942159291497,0.6931471805599453,4.900820428089049,0,At-Risk / Low-Engagement,0.613871530851116,1
12446,57,1,1002.3100000000001,4.060443010546419,0.6931471805599453,6.9110598129904375,0,At-Risk / Low-Engagement,0.5231856313448843,1
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113,0,At-Risk / Low-Engagement,0.631500083113207,1
12448,44,1,449.45,3.8066624897703196,0.6931471805599453,6.110247083097449,0,At-Risk / Low-Engagement,0.5647459944325441,1
12449,22,4,4067.29,3.1354942159291497,1.6094379124341003,8.310978042729836,1,Loyal / High-Value,0.20208011056588307,0
12450,156,2,197.88,5.056245805348308,1.0986122886681096,5.292701627762401,0,At-Risk / Low-Engagement,0.5694746277689511,1
12451,10,5,9035.52,2.3978952727983707,1.791759469228055,9.109029423519523,1,Loyal / High-Value,0.13027085115895737,0
12452,16,2,430.57,2.833213344056216,1.0986122886681096,6.067429722163682,0,At-Risk / Low-Engagement,0.4228145437353047,0
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,0,At-Risk / Low-Engagement,0.5821680788033003,1
12454,56,1,3528.34,4.04305126783455,0.6931471805599453,8.168866163607964,0,At-Risk / Low-Engagement,0.4396096488432597,0
12455,73,6,2466.86,4.304065093204169,1.9459101490553132,7.81110665732229,1,Loyal / High-Value,0.20073486548357813,0
12456,44,3,3181.04,3.8066624897703196,1.3862943611198906,8.065277779528966,1,Loyal / High-Value,0.2760748484479514,0
12457,66,7,2363.23,4.204692619390966,2.0794415416798357,7.768207666517555,1,Loyal / High-Value,0.1788818549378981,0
12458,71,2,947.4,4.276666119016055,1.0986122886681096,6.854776354191251,0,At-Risk / Low-Engagement,0.43323284582232874,0
12461,94,2,826.88,4.553876891600541,1.0986122886681096,6.718868216346018,0,At-Risk / Low-Engagement,0.45398219297084447,0
12462,18,2,1189.59,2.9444389791664403,1.0986122886681096,7.082204261557526,1,Loyal / High-Value,0.36350256950504506,0
12463,53,4,1344.78,3.9889840465642745,1.6094379124341003,7.204729049594601,1,Loyal / High-Value,0.28239041703513335,0
12464,10,8,1212.05,2.3978952727983707,2.1972245773362196,7.100893128209941,1,Loyal / High-Value,0.14410819118855575,0
12465,17,2,742.1899999999999,2.8903717578961645,1.0986122886681096,6.610951732080795,0,At-Risk / Low-Engagement,0.3905509953854518,0
12468,187,2,729.5400000000001,5.236441962829949,1.0986122886681096,6.593783986707386,0,At-Risk / Low-Engagement,0.49175831532007575,0
12471,2,30,19788.65,1.0986122886681096,3.4339872044851463,9.892501674765558,1,Loyal / High-Value,0.02496367274118546,0
12472,32,7,6572.11,3.4965075614664802,2.0794415416798357,8.790742363252102,1,Loyal / High-Value,0.12816515632543085,0
12473,29,5,3928.0499999999997,3.4011973816621555,1.791759469228055,8.276152945361936,1,Loyal / High-Value,0.18181338139668302,0
12474,17,18,7324.09,2.8903717578961645,2.9444389791664403,8.899060720499207,1,Loyal / High-Value,0.05048729274380162,0
12475,53,1,723.38,3.9889840465642745,0.6931471805599453,6.585316116572351,0,At-Risk / Low-Engagement,0.5415331899475818,1
12476,15,11,6816.42,2.772588722239781,2.4849066497880004,8.82723638014411,1,Loyal / High-Value,0.0782342360224892,0
12477,22,6,13219.74,3.1354942159291497,1.9459101490553132,9.489542087633343,1,Loyal / High-Value,0.11625158057328726,0
12478,3,1,680.99,1.3862943611198906,0.6931471805599453,6.525014994979364,0,At-Risk / Low-Engagement,0.43300486937363203,0
12479,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032,0,At-Risk / Low-Engagement,0.4971937137330273,0
12480,28,4,3281.63,3.367295829986474,1.6094379124341003,8.096400209353131,1,Loyal / High-Value,0.21817165383621956,0
12481,22,10,5579.82,3.1354942159291497,2.3978952727983707,8.62709099798378,1,Loyal / High-Value,0.09433547025655298,0
12483,17,8,2484.98,2.8903717578961645,2.1972245773362196,7.8184222269860015,1,Loyal / High-Value,0.1317310080837898,0
12484,32,6,4527.32,3.4965075614664802,1.9459101490553132,8.418106288764006,1,Loyal / High-Value,0.15677148223006462,0
12488,9,3,1298.66,2.302585092994046,1.3862943611198906,7.169857970780942,1,Loyal / High-Value,0.2712024134128104,0
12489,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467,0,At-Risk / Low-Engagement,0.6585328177601167,1
12490,5,10,5417.93,1.791759469228055,2.3978952727983707,8.597653657970227,1,Loyal / High-Value,0.07674465874484862,0
12491,38,1,460.40000000000003,3.6635616461296463,0.6931471805599453,6.134265345739653,0,At-Risk / Low-Engagement,0.557060649923887,1
12492,63,2,263.21000000000004,4.1588830833596715,1.0986122886681096,5.5767442414854775,0,At-Risk / Low-Engagement,0.5121853470388624,1
12493,165,2,433.74,5.111987788356544,1.0986122886681096,6.0747481512447195,0,At-Risk / Low-Engagement,0.5206469694759488,1
12494,15,7,1246.1000000000001,2.772588722239781,2.0794415416798357,7.128576134926702,1,Loyal / High-Value,0.16748193152753002,0
12497,81,1,1043.1,4.406719247264253,0.6931471805599453,6.950910549296065,0,At-Risk / Low-Engagement,0.5355444656694605,1
12498,21,3,403.70000000000005,3.091042453358316,1.3862943611198906,6.00314605188182,0,At-Risk / Low-Engagement,0.36745926441377424,0
12500,23,11,4257.82,3.1780538303479458,2.4849066497880004,8.356747405587967,1,Loyal / High-Value,0.09348790285118719,0
12501,336,1,2169.39,5.820082930352362,0.6931471805599453,7.682662153888476,0,At-Risk / Low-Engagement,0.5407840382043627,1
12502,95,5,3723.87,4.564348191467836,1.791759469228055,8.222787230875806,1,Loyal / High-Value,0.21619598262114897,0
12504,18,2,482.04999999999995,2.9444389791664403,1.0986122886681096,6.180120167963518,0,At-Risk / Low-Engagement,0.42026053542015435,0
12506,232,1,73.5,5.4510384535657,0.6931471805599453,4.310799125385514,0,At-Risk / Low-Engagement,0.7353210549669034,1
12507,134,3,1304.81,4.90527477843843,1.3862943611198906,7.174578816863813,0,At-Risk / Low-Engagement,0.3687185351704089,0
12508,26,2,397.88,3.295836866004329,1.0986122886681096,5.988660619775247,0,At-Risk / Low-Engagement,0.44767915502191935,0
12509,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471,0,At-Risk / Low-Engagement,0.6953850533530408,1
12510,142,2,982.5699999999999,4.962844630259907,1.0986122886681096,6.8911888096735625,0,At-Risk / Low-Engagement,0.4603042965038814,0
12512,66,2,132.18,4.204692619390966,1.0986122886681096,4.891701596682476,0,At-Risk / Low-Engagement,0.5591756202966556,1
12513,112,1,612.29,4.727387818712341,0.6931471805599453,6.418837907265026,0,At-Risk / Low-Engagement,0.583894761562421,1
12514,267,1,1017.68,5.5909869805108565,0.6931471805599453,6.926262950537876,0,At-Risk / Low-Engagement,0.5877397602784472,1
12515,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825,0,At-Risk / Low-Engagement,0.6504285789200014,1
12516,77,2,1312.06,4.356708826689592,1.0986122886681096,7.180115570136106,0,At-Risk / Low-Engagement,0.41561935024165797,0
12517,28,5,2481.6,3.367295829986474,1.791759469228055,7.817061677081847,1,Loyal / High-Value,0.1996273642891621,0
12518,0,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086,1,Loyal / High-Value,0.1274288695961049,0
12519,63,1,330.84,4.1588830833596715,0.6931471805599453,5.804652925041163,0,At-Risk / Low-Engagement,0.5992678379753816,1
12520,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484,1,Loyal / High-Value,0.22650477551404324,0
12521,142,1,599.68,4.962844630259907,0.6931471805599453,6.39806234681208,0,At-Risk / Low-Engagement,0.5951198119181899,1
12522,39,2,192.72,3.6888794541139363,1.0986122886681096,5.266413817535028,0,At-Risk / Low-Engagement,0.5122876239817616,1
12523,19,11,1789.77,2.995732273553991,2.4849066497880004,7.490400973937009,1,Loyal / High-Value,0.11161023045275831,0
12524,9,8,4485.72,2.302585092994046,2.1972245773362196,8.408877201532766,1,Loyal / High-Value,0.10489937396802744,0
12526,0,3,1316.66,0.6931471805599453,1.3862943611198906,7.183612715167257,1,Loyal / High-Value,0.19907234119482417,0
12527,81,3,348.71000000000004,4.406719247264253,1.3862943611198906,5.857104239599851,0,At-Risk / Low-Engagement,0.431434068490556,0
12528,9,6,1933.48,2.302585092994046,1.9459101490553132,7.567593835498341,1,Loyal / High-Value,0.15909661478319018,0
12530,59,4,1662.28,4.0943445622221,1.6094379124341003,7.416546835435133,1,Loyal / High-Value,0.27481378395338557,0
12531,14,1,125.22,2.70805020110221,0.6931471805599453,4.838026416156094,0,At-Risk / Low-Engagement,0.6001221728025463,1
12532,30,1,349.83000000000004,3.4339872044851463,0.6931471805599453,5.860301775655642,0,At-Risk / Low-Engagement,0.5650777727680737,1
12534,130,1,1089.18,4.875197323201151,0.6931471805599453,6.9940980992041535,0,At-Risk / Low-Engagement,0.5528938850035716,1
12535,91,2,716.35,4.5217885770490405,1.0986122886681096,6.575563866544399,0,At-Risk / Low-Engagement,0.4620032267624959,0
12536,43,3,12601.830000000002,3.784189633918261,1.3862943611198906,9.441676670894656,1,Loyal / High-Value,0.20886059956542335,0
12538,29,1,363.95,3.4011973816621555,0.6931471805599453,5.899760357897641,0,At-Risk / Low-Engagement,0.5611101986803744,1
12539,22,4,5568.35,3.1354942159291497,1.6094379124341003,8.625033629522884,1,Loyal / High-Value,0.18902269383643047,0
12540,19,17,13400.24,2.995732273553991,2.8903717578961645,9.503102518971122,1,Loyal / High-Value,0.04651151595547546,0
12541,29,3,981.18,3.4011973816621555,1.3862943611198906,6.889774590946187,1,Loyal / High-Value,0.3265863480695827,0
12544,36,1,372.7,3.6109179126442243,0.6931471805599453,5.923453336491439,0,At-Risk / Low-Engagement,0.5685239374663609,1
12545,75,2,1000.39,4.330733340286331,1.0986122886681096,6.9091443138264115,0,At-Risk / Low-Engagement,0.4320097913742455,0
12546,46,2,1161.5,3.8501476017100584,1.0986122886681096,7.058328137461511,0,At-Risk / Low-Engagement,0.4021368430476504,0
12547,197,2,207.79999999999998,5.288267030694535,1.0986122886681096,5.341376856008484,0,At-Risk / Low-Engagement,0.5761867879148495,1
12548,166,1,95.19999999999999,5.117993812416755,0.6931471805599453,4.566429357671661,0,At-Risk / Low-Engagement,0.7102010177575435,1
12550,79,1,964.83,4.382026634673881,0.6931471805599453,6.872987835288763,0,At-Risk / Low-Engagement,0.5395994409380817,1
12551,357,1,168.0,5.8805329864007,0.6931471805599453,5.1298987149230735,0,At-Risk / Low-Engagement,0.6981261672696467,1
12552,38,2,437.82,3.6635616461296463,1.0986122886681096,6.084089306213804,0,At-Risk / Low-Engagement,0.4572517599983607,0
12553,8,10,3692.28,2.1972245773362196,2.3978952727983707,8.214270231095687,1,Loyal / High-Value,0.08983597929846909,0
12556,50,2,599.56,3.9318256327243257,1.0986122886681096,6.397862553264747,0,At-Risk / Low-Engagement,0.448243284726428,0
12557,16,5,11990.960000000001,2.833213344056216,1.791759469228055,9.391991704219834,1,Loyal / High-Value,0.13036170226767096,0
12558,7,1,269.96,2.0794415416798357,0.6931471805599453,5.601971208509516,0,At-Risk / Low-Engagement,0.5236877786093483,1
12559,310,2,561.71,5.739792912179234,1.0986122886681096,6.33276439774036,0,At-Risk / Low-Engagement,0.5265906140890667,1
12560,5,3,2134.01,1.791759469228055,1.3862943611198906,7.666226609492505,1,Loyal / High-Value,0.22996938964063468,0
12561,302,1,238.85,5.713732805509369,0.6931471805599453,5.480013727948073,0,At-Risk / Low-Engagement,0.6782690537208222,1
12562,8,7,3781.7400000000002,2.1972245773362196,2.0794415416798357,8.23820389374878,1,Loyal / High-Value,0.11953151727905031,0
12564,261,1,456.9,5.568344503761097,0.6931471805599453,6.12665081966305,0,At-Risk / Low-Engagement,0.6369372713192464,1
12565,288,1,145.92,5.666426688112432,0.6931471805599453,4.989888220951467,0,At-Risk / Low-Engagement,0.7058693697203761,1
12566,86,1,351.65,4.465908118654584,0.6931471805599453,5.865476063654188,0,At-Risk / Low-Engagement,0.6081785431802611,1
12567,22,10,9401.28,3.1354942159291497,2.3978952727983707,9.148707492038316,1,Loyal / High-Value,0.0831944341478061,0
12569,2,32,4124.69,1.0986122886681096,3.4339872044851463,8.324988557507531,1,Loyal / High-Value,0.03448453205625846,0
12571,39,2,519.61,3.6888794541139363,1.0986122886681096,6.255001200981438,0,At-Risk / Low-Engagement,0.4471483910375389,0
12572,8,2,1020.42,2.1972245773362196,1.0986122886681096,6.928949094989139,1,Loyal / High-Value,0.3431111530723147,0
12573,227,1,160.54000000000002,5.429345628954441,0.6931471805599453,5.08475279001415,0,At-Risk / Low-Engagement,0.6928349294946198,1
12574,315,1,218.45,5.755742213586912,0.6931471805599453,5.391124416134243,0,At-Risk / Low-Engagement,0.6833756568286948,1
12576,35,5,1315.83,3.58351893845611,1.791759469228055,7.182982612166326,1,Loyal / High-Value,0.2344354094190142,0
12577,35,3,626.6,3.58351893845611,1.3862943611198906,6.441903020858877,0,At-Risk / Low-Engagement,0.3604085887640548,0
12578,21,2,2794.51,3.091042453358316,1.0986122886681096,7.935769837637909,1,Loyal / High-Value,0.3185608639070448,0
12579,78,1,440.42,4.3694478524670215,0.6931471805599453,6.0899968031722285,0,At-Risk / Low-Engagement,0.589899518843509,1
12580,246,1,415.7,5.5093883366279774,0.6931471805599453,6.032366538428407,0,At-Risk / Low-Engagement,0.6403266184850458,1
12581,39,1,197.71,3.6888794541139363,0.6931471805599453,5.291846475417725,0,At-Risk / Low-Engagement,0.6121490460960579,1
12582,238,2,511.36,5.476463551931511,1.0986122886681096,6.239027502962935,0,At-Risk / Low-Engagement,0.5256048119884966,1
12583,2,15,7281.38,1.0986122886681096,2.772588722239781,8.89321301083995,1,Loyal / High-Value,0.044427223654758305,0
12584,3,9,2338.15,1.3862943611198906,2.302585092994046,7.757542894498013,1,Loyal / High-Value,0.09635091165605583,0
12585,234,2,2040.1,5.459585514144159,1.0986122886681096,7.621244157199997,0,At-Risk / Low-Engagement,0.43392655040478006,0
12586,17,1,196.94000000000003,2.8903717578961645,0.6931471805599453,5.2879639544685455,0,At-Risk / Low-Engagement,0.5790046073599954,1
12587,7,1,144.0,2.0794415416798357,0.6931471805599453,4.976733742420574,0,At-Risk / Low-Engagement,0.5646658742396324,1
12588,39,1,214.89999999999998,3.6888794541139363,0.6931471805599453,5.3748153375207615,0,At-Risk / Low-Engagement,0.6069285395785299,1
12589,28,2,646.68,3.367295829986474,1.0986122886681096,6.473396747218992,0,At-Risk / Low-Engagement,0.4192644592082041,0
12590,211,2,9864.26,5.356586274672012,1.0986122886681096,9.196774773912752,1,Loyal / High-Value,0.33175189885901113,0
12591,317,1,452.84999999999997,5.762051382780177,0.6931471805599453,6.117766746972636,0,At-Risk / Low-Engagement,0.6404277893849615,1
12592,92,2,437.6,4.532599493153256,1.0986122886681096,6.083587835983788,0,At-Risk / Low-Engagement,0.49491619459802616,0
12593,108,3,418.09999999999997,4.6913478822291435,1.3862943611198906,6.038109554931026,0,At-Risk / Low-Engagement,0.43182253353212735,0
12594,37,10,3338.2200000000003,3.6375861597263857,2.3978952727983707,8.113492525763553,1,Loyal / High-Value,0.1151869411581952,0
12596,51,2,618.27,3.9512437185814275,1.0986122886681096,6.428541364981557,0,At-Risk / Low-Engagement,0.4470717556241125,0
12597,19,4,3811.22,2.995732273553991,1.6094379124341003,8.245966975595675,1,Loyal / High-Value,0.20093966062824287,0
12598,9,8,3023.08,2.302585092994046,2.1972245773362196,8.01436219197595,1,Loyal / High-Value,0.11510400543105496,0
12599,29,7,1032.58,3.4011973816621555,2.0794415416798357,6.940783782995926,1,Loyal / High-Value,0.19081106723137964,0
12600,28,10,2599.04,3.367295829986474,2.3978952727983707,7.863282108506616,1,Loyal / High-Value,0.11715861628224648,0
12601,189,5,577.0600000000001,5.247024072160486,1.791759469228055,6.359677669513258,0,At-Risk / Low-Engagement,0.3369675990357349,0
12602,58,1,153.12,4.07753744390572,0.6931471805599453,5.037731519757957,0,At-Risk / Low-Engagement,0.6436043405524637,1
12603,21,1,739.1999999999999,3.091042453358316,0.6931471805599453,6.606920419952056,0,At-Risk / Low-Engagement,0.5012103894980537,1
12604,79,2,254.18,4.382026634673881,1.0986122886681096,5.541969178493598,0,At-Risk / Low-Engagement,0.5241568023551845,1
12607,60,1,1579.51,4.110873864173311,0.6931471805599453,7.3655028587473295,0,At-Risk / Low-Engagement,0.49535619216453775,0
12609,78,3,1126.85,4.3694478524670215,1.3862943611198906,7.0280684444921455,0,At-Risk / Low-Engagement,0.35616418338656053,0
12610,22,5,2099.54,3.1354942159291497,1.791759469228055,7.6499497335130995,1,Loyal / High-Value,0.2002542576976902,0
12611,52,1,1193.32,3.970291913552122,0.6931471805599453,7.085332264745334,0,At-Risk / Low-Engagement,0.5077686710659629,1
12612,74,1,704.0400000000001,4.31748811353631,0.6931471805599453,6.558254538791405,0,At-Risk / Low-Engagement,0.5574276298474138,1
12613,57,5,3344.38,4.060443010546419,1.791759469228055,8.115335568501695,1,Loyal / High-Value,0.2063466739005159,0
12614,277,1,315.6,5.627621113690637,0.6931471805599453,5.757639147446912,0,At-Risk / Low-Engagement,0.6614918267851925,1
12615,2,4,2291.19,1.0986122886681096,1.6094379124341003,7.73726297143202,1,Loyal / High-Value,0.17144048279134927,0
12616,95,2,713.3,4.564348191467836,1.0986122886681096,6.571303042160927,0,At-Risk / Low-Engagement,0.46412125817732935,0
12617,29,1,352.98,3.4011973816621555,0.6931471805599453,5.869240414362608,0,At-Risk / Low-Engagement,0.5630962669673983,1
12618,21,1,177.31,3.091042453358316,0.6931471805599453,5.183523608545955,0,At-Risk / Low-Engagement,0.5941515429229196,1
